record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
LM-B011,sea_loan,PY1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0."
LM-B012,sea_loan,PY2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0."
LM-B013,sea_loan,PY3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0."
LM-B014,sea_loan,LS1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund to exhaust."
LM-B015,sea_loan,LS2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund."
LM-B016,sea_loan,LS3,P,medium,analyst-imposed,"Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104-105, 114; Pontoriero 2011 (10.30682/sg257), 61; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 9, 16",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Phase-dependent and structurally so. Within the dies praestitutus and on total loss the borrower owes nothing (Pontoriero 2011 (10.30682/sg257), 61; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104, 114). Once the ship arrives safely the lender becomes an ordinary secured creditor and the general estate is reachable (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104-105); on default creditors sue (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 9, 16). SCHEMA GAP: the primary source for this cell is Benincasa 2011, which is POLISH, and source_lang has no 'pl'. Coded 'it' on the co-citation of Pontoriero 61. source_lang needs 'pl' (and, on this literature, likely 'pt' and 'el')."
LM-B017,sea_loan,VF1,documentary,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 5, 8-9; Pontoriero 2011 (10.30682/sg257), 119-120, 167",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Arrival or non-arrival of fleets established by gazettes, printed cargo manifests and notarial registers (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 5); testatio and oaths by naukleroi in Roman practice (Pontoriero 2011 (10.30682/sg257), 119-120, 167). official-adjudication is the fallback on dispute (Juizo da India e Mina, Costa & Albuquerque 2025 (10.1017/S0212610925100797), 8-9) and one value cannot hold both. VALUE SET GAP: the Roman lender's slave-agent sailing with the borrower to supervise route, dates and cargo (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 101, 114) is continuous embedded monitoring and is none of the four values."
LM-B018,sea_loan,VF2,mixed,medium,analyst-imposed,"Pontoriero 2011 (10.30682/sg257), 64-65; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 8-9",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Two objects. loss-occurrence: that the ship was lost within the term. claimant-fault: that the loss was not the borrower's doing - C. 4,33,4 excludes loss ex praecipiti avaritia et incivili debitoris audacia, and route deviation or illicit cargo (Pontoriero 2011 (10.30682/sg257), 64-65). INDEPENDENT OCCUPANCY of a characteristic added 2026-08-13 from the guild and friendly-society cohort."
LM-B019,sea_loan,GV1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund to govern."
LM-B020,sea_loan,DR1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool. The contract's own heteroploon/amphoteroploon structure (Pontoriero 2011 (10.30682/sg257), 141-143) has nowhere to go in this facet."
LM-B021,sea_loan,DR2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through DR1."
LM-B022,sea_loan,RB1,capital-provider,high,articulated,"Pontoriero 2011 (10.30682/sg257); Benincasa 2011 (10.21697/ZP.2011.11.1.06), 100, 102, 114; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL: RB1/RB2 definitions in vocabularies state the sea loan's answer. Si salva navis pervenerit; shipwreck, storm and piracy fall on the lender. 'Lenders assumed the risk of loss at sea' (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3)."
LM-B023,sea_loan,RB2,labour-provider,high,articulated,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 105, 113-114",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL. 'borrowers bore the market risk, whether related to commodities or shipping' (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3); sale below market price and the borrower's insolvency are his (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 105, 113-114). GAP: both sources allocate a THIRD class on a different principle - loss from the borrower's fault, route deviation or illicit cargo - which is a fault allocation, not an ownership allocation, and has no cell. See report 3.4."
LM-B024,sea_loan,RB3,mixed,medium,analyst-imposed,"Pontoriero 2011 (10.30682/sg257), 137, 141-143; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 103, 108, 114",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL: vocabularies states 'bottomry is secured on the ship, respondentia on the goods'. Not one pledge: pignora et hypothecae on outward and return cargo, on the vessel, and on land (rerum et agrorum, Pontoriero 2011 (10.30682/sg257), 137, 141-143); a subsidiary pledge over the surplus of goods on OTHER ships already pledged to other lenders (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 103, 108, 114); stipulatio poenae alongside (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 102, 109). 'mixed' is defined for property-and-surety together and does not properly hold ranked pledges of the same kind. surety and personal remain unoccupied by this pass."
LM-B025,sea_loan,RB4,1,high,articulated,"Pontoriero 2011 (10.30682/sg257), 8, 59, 111; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL. Total discharge of capital and interest. WINDOW-DEPENDENT, NOT FORM-DEPENDENT: loss after the dies praestitutus leaves the borrower fully liable despite the storm (Pontoriero 2011 (10.30682/sg257), 42, 61, 66; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 101, 105). The same contract is 1 on Tuesday and 0 on Thursday. Recommend retirement; content is recoverable from RB1=capital-provider. See report 3.6."
LM-B026,sea_loan,PR1,1,high,articulated,"Pontoriero 2011 (10.30682/sg257), 16-17, 83-84, 160, 168-169, 174; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 4, 10, 14-15, 17",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL, AND THE BLIND READING DEPARTS FROM THE LEAK: vocabularies says the sea loan 'prices crudely and sits between', i.e. P. On PR1 as WRITTEN ('cost of bearing the peril set before the event') the value is 1. Nauticum faenus is the pretium periculi, agreed ex ante and reckoned by voyage rather than by time (Pontoriero 2011 (10.30682/sg257), 16-17, 83-84, 174); Justinian caps at 12 pct, Novella 106 records 10 pct plus a cargo share or a flat 12.5 pct (Pontoriero 2011 (10.30682/sg257), 160, 168-169). Portugal: 50 pct 1624 to 135 pct 1637-39, ~10 pct under convoy, 5 pct legal cap 1757, Cape route 30-40 pct throughout (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 4, 10, 14-15, 17) - responsive to route, season, war and convoy. P is defensible only under a second unwritten reading (priced from a QUANTIFIED DISTRIBUTION), which is in the definition's gloss but not its operative question. PR1 bundles two variables in Sereno's sense. See report 3.3."
LM-B027,bottomry,MC1,allocation,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2, 7",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). OBJECTION REGISTERED, NOT A HEDGE. Bilateral, named counterparty, no fund. But the lender is also a party with no operational stake paid an ex-ante premium, which is MC1=spreading as defined; the two values are not exclusive. Roman conception makes the lender a venture stakeholder (maritime interest read as profit-share, Benincasa 2011 (10.21697/ZP.2011.11.1.06) 100) = allocation; Portuguese 1600-1800 lenders lay off through separate marine insurance (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 11, 13) = spreading. The census sort key does not partition here. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B028,bottomry,MB1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool and no membership. Coding 'contract' would launder a bilateral counterparty into a member. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B029,bottomry,MB2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No membership. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B030,bottomry,MB3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No membership. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B031,bottomry,CN1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No contributions; the principal is a loan, not a levy. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B032,bottomry,CN2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No contributions. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B033,bottomry,CN3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No contributions. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B034,bottomry,HZ1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No members across whom to correlate. NOTE: the hazard IS strongly covariate for a lender holding a book of voyages, and that covariance is what prices the instrument (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 10: Brazil rates 50 pct 1624 to 135 pct 1637-39 with the Dutch war). HZ1 as written is pool-shaped and cannot record it. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B035,bottomry,HZ2,P,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2, 8, 11-12; Pontoriero 2011 (10.30682/sg257)",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Mixed peril bundle, so P is structural. Storm and shipwreck are indifferent (Pontoriero 2011 (10.30682/sg257)); corsairs, 'enemies, and false friends' are adversarial (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2, 8). Costa & Albuquerque 2025 (10.1017/S0212610925100797), 11-12 records the response: borrowers capitulating rather than fighting, since discharge follows either way. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B036,bottomry,PY0,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool, so no pool output. DIAGNOSTIC: PY0 has applicability_on=.NA but is .NA here because of MC1. Undeclared ontological dependence; PY0.applicability_on should be MC1. See report 3.2. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B037,bottomry,PY1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B038,bottomry,PY2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B039,bottomry,PY3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through PY0. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B040,bottomry,LS1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund to exhaust. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B041,bottomry,LS2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B042,bottomry,LS3,P,medium,analyst-imposed,"Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104-105, 114; Pontoriero 2011 (10.30682/sg257), 61; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 9, 16",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Phase-dependent and structurally so. Within the dies praestitutus and on total loss the borrower owes nothing (Pontoriero 2011 (10.30682/sg257), 61; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104, 114). Once the ship arrives safely the lender becomes an ordinary secured creditor and the general estate is reachable (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104-105); on default creditors sue (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 9, 16). Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5. SCHEMA GAP: the primary source for this cell is Benincasa 2011, which is POLISH, and source_lang has no 'pl'. Coded 'it' on the co-citation of Pontoriero 61. source_lang needs 'pl' (and, on this literature, likely 'pt' and 'el')."
LM-B043,bottomry,VF1,documentary,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 5, 8-9; Pontoriero 2011 (10.30682/sg257), 119-120, 167",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Arrival or non-arrival of fleets established by gazettes, printed cargo manifests and notarial registers (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 5); testatio and oaths by naukleroi in Roman practice (Pontoriero 2011 (10.30682/sg257), 119-120, 167). official-adjudication is the fallback on dispute (Juizo da India e Mina, Costa & Albuquerque 2025 (10.1017/S0212610925100797), 8-9) and one value cannot hold both. VALUE SET GAP: the Roman lender's slave-agent sailing with the borrower to supervise route, dates and cargo (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 101, 114) is continuous embedded monitoring and is none of the four values. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B044,bottomry,VF2,mixed,medium,analyst-imposed,"Pontoriero 2011 (10.30682/sg257), 64-65; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 8-9",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Two objects. loss-occurrence: that the ship was lost within the term. claimant-fault: that the loss was not the borrower's doing - C. 4,33,4 excludes loss ex praecipiti avaritia et incivili debitoris audacia, and route deviation or illicit cargo (Pontoriero 2011 (10.30682/sg257), 64-65). INDEPENDENT OCCUPANCY of a characteristic added 2026-08-13 from the guild and friendly-society cohort. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B045,bottomry,GV1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No fund to govern. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B046,bottomry,DR1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool. The contract's own heteroploon/amphoteroploon structure (Pontoriero 2011 (10.30682/sg257), 141-143) has nowhere to go in this facet. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B047,bottomry,DR2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). Inherited through DR1. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B048,bottomry,RB1,capital-provider,high,articulated,"Pontoriero 2011 (10.30682/sg257); Benincasa 2011 (10.21697/ZP.2011.11.1.06), 100, 102, 114; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL: RB1/RB2 definitions in vocabularies state the sea loan's answer. Si salva navis pervenerit; shipwreck, storm and piracy fall on the lender. 'Lenders assumed the risk of loss at sea' (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3). Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B049,bottomry,RB2,labour-provider,high,articulated,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 105, 113-114",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL. 'borrowers bore the market risk, whether related to commodities or shipping' (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 3); sale below market price and the borrower's insolvency are his (Benincasa 2011 (10.21697/ZP.2011.11.1.06), 105, 113-114). GAP: both sources allocate a THIRD class on a different principle - loss from the borrower's fault, route deviation or illicit cargo - which is a fault allocation, not an ownership allocation, and has no cell. See report 3.4. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B050,bottomry,RB3,vessel,low,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 7",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL, and low confidence. The only transactional evidence read is Costa & Albuquerque 2025 (10.1017/S0212610925100797), 7 (Portugal 1600-1800), which separates loans for wares from loans for outfitting the ship - but its discriminating variable is the BORROWER (merchants and travelling commissioners against captains and shipmasters), so collateral and counterparty co-vary and the matrix records the counterparty nowhere. Bodmerei/bottomry is 19th-c German legal-historical vocabulary, not Roman (Pontoriero 2011 (10.30682/sg257), 6-7, 153). No 12c-15c Mediterranean source was readable. See report 3.5."
LM-B051,bottomry,RB4,1,high,articulated,"Pontoriero 2011 (10.30682/sg257), 8, 59, 111; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 104; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL. Total discharge of capital and interest. WINDOW-DEPENDENT, NOT FORM-DEPENDENT: loss after the dies praestitutus leaves the borrower fully liable despite the storm (Pontoriero 2011 (10.30682/sg257), 42, 61, 66; Benincasa 2011 (10.21697/ZP.2011.11.1.06), 101, 105). The same contract is 1 on Tuesday and 0 on Thursday. Recommend retirement; content is recoverable from RB1=capital-provider. See report 3.6. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B052,bottomry,PR1,1,high,articulated,"Pontoriero 2011 (10.30682/sg257), 16-17, 83-84, 160, 168-169, 174; Costa & Albuquerque 2025 (10.1017/S0212610925100797), 4, 10, 14-15, 17",it,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). CONTAMINATED CELL, AND THE BLIND READING DEPARTS FROM THE LEAK: vocabularies says the sea loan 'prices crudely and sits between', i.e. P. On PR1 as WRITTEN ('cost of bearing the peril set before the event') the value is 1. Nauticum faenus is the pretium periculi, agreed ex ante and reckoned by voyage rather than by time (Pontoriero 2011 (10.30682/sg257), 16-17, 83-84, 174); Justinian caps at 12 pct, Novella 106 records 10 pct plus a cargo share or a flat 12.5 pct (Pontoriero 2011 (10.30682/sg257), 160, 168-169). Portugal: 50 pct 1624 to 135 pct 1637-39, ~10 pct under convoy, 5 pct legal cap 1757, Cape route 30-40 pct throughout (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 4, 10, 14-15, 17) - responsive to route, season, war and convoy. P is defensible only under a second unwritten reading (priced from a QUANTIFIED DISTRIBUTION), which is in the definition's gloss but not its operative question. PR1 bundles two variables in Sereno's sense. See report 3.3. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B053,respondentia,MC1,allocation,medium,analyst-imposed,"Costa & Albuquerque 2025 (10.1017/S0212610925100797), 2, 7",en,ai,full,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). OBJECTION REGISTERED, NOT A HEDGE. Bilateral, named counterparty, no fund. But the lender is also a party with no operational stake paid an ex-ante premium, which is MC1=spreading as defined; the two values are not exclusive. Roman conception makes the lender a venture stakeholder (maritime interest read as profit-share, Benincasa 2011 (10.21697/ZP.2011.11.1.06) 100) = allocation; Portuguese 1600-1800 lenders lay off through separate marine insurance (Costa & Albuquerque 2025 (10.1017/S0212610925100797), 11, 13) = spreading. The census sort key does not partition here. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B054,respondentia,MB1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No pool and no membership. Coding 'contract' would launder a bilateral counterparty into a member. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B055,respondentia,MB2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No membership. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B056,respondentia,MB3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No membership. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B057,respondentia,CN1,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No contributions; the principal is a loan, not a levy. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B058,respondentia,CN2,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No contributions. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
LM-B059,respondentia,CN3,.NA,.NA,.NA,.NA,.NA,ai,.NA,.NR,unreviewed,"Blind re-coding 2026-08-16, logbook 4 §2026-08-13 (iv). No contributions. Coded identically to sea_loan: on the literature read here bottomry and respondentia are not independently observed, see report 3.5."
