record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
LM-0041,respondentia,RB1,capital-provider,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,as the generic sea loan
LM-0042,respondentia,RB2,labour-provider,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,as the generic sea loan
LM-0043,respondentia,RB3,goods,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"DISCRIMINATING CELL. 'The second was the respondentia, a loan secured by the goods' (Harris 2023). [Value renamed cargo->goods 2026-08-09; the bottomry/respondentia contrast is unchanged, vessel against goods.]"
LM-0044,respondentia,RB4,1,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"discharge on loss, as the parent form"
LM-0045,respondentia,PR1,1,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,as bottomry
LM-0046,marine_insurance,MC1,spreading,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"'the sea loan did not allow the allocation of risk to a third party that was unconnected to the underlining trade transaction and did not yield itself to the spreading of the risk among many, as insurance did' (Harris 2023)."
LM-0047,marine_insurance,RB1,third-party,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"the underwriter, unconnected to the venture"
LM-0048,marine_insurance,RB2,capital-provider,medium,.NR,[verify],.NR,ai,unknown,none,unreviewed,market risk stayed with the merchant
LM-0049,marine_insurance,RB3,none,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,no pledge; a premium contract
LM-0050,marine_insurance,RB4,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,inapplicable: no advance to discharge
LM-0051,marine_insurance,PR1,1,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"KNIGHT'S THRESHOLD, the other side. Insurance requires the premium to be priced ex ante, which requires probabilities - hence c.1300 rather than antiquity. This cell and averia_pool's PR1=0 are the contrast Harris's whole timing argument rests on."
LM-0052,general_average,MC1,pooling,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"Harris's paradigm case. 'The significant advantage of General Average over insurance is that the risk is not allocated to outsiders. The Average was being calculated only between those who had stakes in the ship, cargo owners and passengers.'"
LM-0053,general_average,MB1,contract,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"an implicit background term read into freight contracts rather than a membership; Harris canvasses mandatory rule, default rule and take-it-or-leave-it clause and inclines to the last"
LM-0054,general_average,MB2,1,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"restricted to those with a stake in the voyage - cargo owners, shipowner, passengers"
LM-0055,general_average,MB3,compulsory,medium,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"Harris: it 'could not be a default clause that some passengers and cargo freighters on a ship would accept, while others would reject by opting out'. Mixed cargo under different regimes would create unmanageable conflicts at the moment of jettison."
LM-0056,general_average,CN1,ex-post-assessment,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"THE DEFINING FEATURE, and the reason the institution is ancient. 'As the risk was not separated and as no one purchased it, there was no need to price the risk ex-ante. All calculations were made ex-post. This solved Knight's problem.'"
LM-0057,general_average,CN2,proportional-to-stake,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,'all stakeholders proportionally share any losses' - though Harris lists as a live question whether the share was assessed on weight or on value
LM-0058,general_average,CN3,1,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"carried in Mediterranean customary law, the Digest (Bk XIV, 'The Rhodian Law of Jettison') and Italian city regulation"
LM-0059,general_average,HZ1,mixed,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"THE INTERESTING CELL. The trigger is covariate - the whole ship is in peril - but the incidence is idiosyncratic, since only some cargo is jettisoned. Harris: 'Some cargo owners could be more vulnerable than others to jettison'. Neither pure value fits, and that mismatch is what General Average exists to correct."
LM-0060,general_average,HZ2,P,low,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"storms are indifferent to the defence mounted; ransom paid to pirates, to which Harris says General Average was extended, is adversarial. Coded P because the form spans both."
LM-0061,general_average,PY0,individual-indemnity,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"the owner whose cargo was sacrificed is made good by the others - a genuine individual draw, unlike averia_pool's collective good. This is the cell that separates the two pooling forms."
LM-0062,general_average,PY1,realised-loss,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,entitlement follows an actual sacrifice
LM-0063,general_average,PY2,indemnity,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"compensation measured by the loss, not by rotation or lot"
LM-0064,general_average,PY3,0,low,.NR,[verify],.NR,ai,unknown,none,unreviewed,the sacrificed owner is made whole pro rata; whether any cap operated is unchecked
LM-0065,general_average,LS1,pro-rata,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"'the damage was averaged, the loss was shared by all'"
LM-0066,general_average,LS2,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,inapplicable: there is no standing fund to hold a surplus - contributions are raised only after the event
LM-0067,general_average,LS3,0,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"exposure is a pro-rata share of an averaged loss, bounded by the value at stake in the voyage"
LM-0068,general_average,VF1,official-adjudication,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"Harris lists the assessment questions - which damages, at which price, shared by whom - as the substance of the institution's development; adjudicated in port SPLIT MADE 2026-08-13: this characteristic now names the MODE only and the object is coded at VF2. The repair was a split, NOT the fourth state proposed in earlier drafts of this note — see logbook 4 for why a fourth state would have entrenched the conflation rather than removing it."
LM-0069,general_average,GV1,collective,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"Goldschmidt's germinamento: a consultation on board followed by agreement to jettison, made when the danger becomes imminent. Harris notes Addobbati corrects long-standing misunderstandings of it."
LM-0070,general_average,DR1,single-event,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,the Average is struck for one voyage and one sacrifice
LM-0071,general_average,DR2,on-completion,medium,.NR,Harris 2023,en,ai,unknown,none,unreviewed,settled on arrival
LM-0072,general_average,RB1,all-stakeholders,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,peril loss averaged across everyone with a stake
LM-0073,general_average,RB2,capital-provider,medium,.NR,[verify],.NR,ai,unknown,none,unreviewed,price risk on the cargo stays with its owner
LM-0074,general_average,RB3,none,high,.NR,Harris 2023,en,ai,unknown,none,unreviewed,"no advance, so no pledge"
LM-0075,general_average,RB4,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,inapplicable: no obligation to discharge
LM-0076,general_average,PR1,0,high,articulated,Harris 2023,en,ai,unknown,none,unreviewed,"KNIGHT'S THRESHOLD, and Harris's whole timing argument. General Average 'could function well under uncertainty, even high uncertainty' because nothing is priced before the event - which is why it predates premium insurance by a millennium or more. THE LIMIT Harris names: it 'provided no relief in the event of sinking and total loss', where there is nothing left to average."
LM-0077,tontine,MC1,pooling,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"STRUCTURALLY CERTAIN: mortality risk is mutualised among subscribers and no outsider bears it - the state pays a fixed total and survivors divide it. Coded on structure, not on a source."
LM-0078,tontine,PR1,.NR,.NR,.NR,[verify],.NR,ai,unknown,none,unreviewed,"THE FALSIFICATION TEST, NOT YET RUNNABLE. If the hazard-to-pricing sequence holds, pooling forms should code PR1=0. The tontine is the candidate counter-example: subscribers grouped into age classes is ex-ante actuarial pricing inside a pooling form. If it codes PR1=1 the sequence collapses and pricing is orthogonal to mechanism rather than a stage of it. TWO PROBLEMS FIRST: (i) no source to hand - Harris 2023 does not treat tontines, and coding this from general knowledge would breach the repo's own rule; (ii) 'tontine' probably spans pre- and post-actuarial forms, so one row may not hold it and the type may need splitting by period."
LM-0079,tontine_en_1693,MC1,pooling,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"Harris's category applies on structure: mortality risk is mutualised among subscribers, the state pays a fixed total, no outsider bears it. Coded on structure, not on a source - the caveat inherited from LM-0077 stands."
LM-0080,tontine_en_1693,PR1,0,medium,.NR,[verify: Milevsky 2015],.NR,ai,unknown,none,unreviewed,"THE DISCRIMINATING CELL, half of it. No differentiation by nominee age: a single rate irrespective of the life named, which is why nominees were selected young and why Halley advised against the scheme. Pairs with tontine_fr_royal PR1=1 - same mechanism, same decade, opposite value. Vault: [[Pricing is orthogonal to mitigation mechanism not a stage of it]]."
LM-0081,tontine_en_1693,PY0,individual-draw,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"THE STRUCTURAL POINT. Survivors draw irrespective of any loss suffered. This is the cell separating the tontine from general_average (individual-indemnity) and from averia_pool (collective-good): the draw corresponds to no adverse realisation of the recipient's, so the arrangement concentrates a fixed aggregate onto long trajectories."
LM-0082,tontine_en_1693,PY1,life-event,low,.NR,[verify],.NR,ai,unknown,none,unreviewed,"CHARACTERISTIC INADEQUATE - coded under protest. The trigger is ANOTHER subscriber's death, not the recipient's own life event, and PY1's allowed values name the kind of event without a locator. As coded this reads identically to widows_fund_scotland PY1, where the trigger is the member's own. Sereno well-formedness failure (CHARACTER-CODING test 1); split proposed in logbook 6."
LM-0083,tontine_en_1693,PY2,.NR,.NR,.NR,[verify],.NR,ai,unknown,none,unreviewed,"No allowed value expresses survivorship accrual: rotation-lot, rotation-fixed, auction, indemnity and need-assessed all miss it. Recorded .NR rather than forced into the nearest wrong value. Depends on the PY1 repair."
LM-0084,tontine_en_1693,HZ1,idiosyncratic,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"Mortality across unrelated nominees is about as decorrelated as an early modern hazard gets. NOTE THE IMPLICATION: the tontine PASSES the correlation test that averia_pool fails (HZ1=covariate) and is variance-amplifying anyway. Correlation and redistribution direction are independent failure modes, which HZ1 alone cannot show."
LM-0085,tontine_en_1693,MB3,voluntary,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"A subscription, not a levy. Contrast averia_pool MB3=compulsory."
LM-0086,tontine_en_1693,CN1,ex-ante-lump,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,A single subscription buying a share in the survivorship pool.
LM-0087,tontine_en_1693,LS3,0,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,Exposure ends at the sum subscribed.
LM-0088,tontine_en_1693,DR1,open-ended,medium,.NR,[verify],.NR,ai,unknown,none,unreviewed,"Runs until the last nominee dies. Neither single-event nor fixed-cycle fits; open-ended is the least wrong, and the poor fit is itself worth recording."
LM-0089,tontine_fr_royal,MC1,pooling,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,as tontine_en_1693
LM-0090,tontine_fr_royal,PR1,P,high,articulated,Coudy 1957,fr,ai,unknown,none,unreviewed,"CORRECTED from 1 to P on Coudy 1957, now a pinned source. THE GRADING IS REAL: the 1689 edict fixes fourteen classes in five-year bands (first to age 5 accomplished, last from 65) and declares interest progressive - du denier 20 au denier 8 dans les treizieme et quatorzieme classes, i.e. 5 per cent rising to 12.5 per cent for the oldest. 1696 adds a fifteenth class from 70; 1709 has twenty. BUT THE GRADING IS NOT ACTUARIAL: Coudy gives the purpose as 'dans un but d'equite' and states flatly that 'l'on ne disposait d'aucune table de mortalite. L'on ne s'en souciait guere non plus' - no mortality table existed and nobody much minded. He doubts the Crown grasped the real cost. So the peril is priced ex ante by age band and NOT from any distribution, which is P and not 1 - the same reading as sea_loan PR1=P, where Harris finds crude pricing sufficient. DECISIVE FOR DIRECTION: Deparcieux (1746) DERIVED survival probabilities by observing the 1689 and 1696 tontines, so the actuarial knowledge came out of these instruments rather than into them."
LM-0091,tontine_fr_royal,PY0,individual-draw,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"as tontine_en_1693 - the pricing differs, the payout structure does not, which is the point"
LM-0092,tontine_fr_royal,HZ1,idiosyncratic,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,as tontine_en_1693
LM-0093,tontine_fr_royal,MB3,voluntary,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,as tontine_en_1693
LM-0094,widows_fund_scotland,MC1,pooling,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"Contributions from ministers, benefits to their widows; no outsider bears the risk."
LM-0095,widows_fund_scotland,PR1,1,medium,.NR,[verify],.NR,ai,unknown,none,unreviewed,"Experience-rated: contributions set against projected mortality and fund accumulation (Webster and Wallace). The other half of the PR1-within-pooling variance - and unlike tontine_fr_royal it is loss-corresponding, so pricing and payout direction vary independently across these two forms."
LM-0096,widows_fund_scotland,PY0,individual-indemnity,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,"THE CONTRAST WITH THE TONTINE. Same period, same mechanism category, priced ex ante - and the draw follows the member's own realised loss rather than others' extinction. This is the cell on which the two forms diverge and the reason they belong in the census together."
LM-0097,widows_fund_scotland,PY1,life-event,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,The member's own death. life-event is adequate HERE only because the locus happens to be the member; the identical value on LM-0082 means something else entirely. That collision is the argument for the PY1 split.
LM-0098,widows_fund_scotland,HZ1,idiosyncratic,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,Ministers' deaths are uncorrelated across parishes.
LM-0099,widows_fund_scotland,MB3,compulsory,low,.NR,[verify],.NR,ai,unknown,none,unreviewed,"Believed required of parish ministers by the founding Act; unverified. If it holds, this is a compulsory pool that is NOT explained by non-excludability, unlike averia_pool MB3 - which would sharpen that cell's open question."
LM-0100,life_annuity_priced,MC1,spreading,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,Longevity risk transferred to a third party - the issuing state - for a price. Harris's spreading category with the state in the underwriter's role.
LM-0101,life_annuity_priced,PR1,1,high,articulated,de Witt 1671,nl,ai,unknown,none,unreviewed,THE ACTUAL SITE OF THE PRICING STORY. De Witt's Waardije van Lyf-renten naer Proportie van Los-renten values life annuities against redeemable ones because Holland sold them at a flat fourteen years' purchase irrespective of the nominee's age and was arbitraged by parents nominating healthy children. Hudde supplied the Amsterdam registers; Halley 1693 supplied the survival function and the summed product of survival probability and discount factor.
LM-0102,life_annuity_priced,PY0,.NR,.NR,.NR,.NR,.NA,ai,.NA,none,unreviewed,inapplicable: not a fund with an output - cf. sea_loan LM-0033
LM-0103,life_annuity_priced,RB1,third-party,high,.NR,[verify],.NR,ai,unknown,none,unreviewed,The issuer bears longevity risk; the annuitant has transferred it.
LM-0104,ko_mochiyori_yutsu_1876,MC1,pooling,high,.NR,池田 2022,ja,ai,unknown,none,unreviewed,"Harris's category: contributions mutualised among the 46 members, no outsider bears anything, nothing paid to a third party. Note this sits oddly with the form's actual function — see PR1 and the adjudications."
LM-0105,ko_mochiyori_yutsu_1876,MB1,contract,medium,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"Membership constituted by the 規約書 (rules of association), not by locality: 表1 places members across present-day Higashi-Osaka, Yao, Kashiwara, Osaka city and Kyoto. Locality would have been the expected value for a village kō and is falsified here."
LM-0106,ko_mochiyori_yutsu_1876,MB2,1,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"口数46名 fixed in the rules; total 2,300円 at 50円 per share. Closed and numerically restricted. Half-shares (半株持) exist, so the unit is the share rather than the person."
LM-0107,ko_mochiyori_yutsu_1876,MB3,voluntary,high,.NR,池田 2022,ja,ai,unknown,none,unreviewed,A subscription under a private 規約書. Contrast averia_pool MB3=compulsory.
LM-0108,ko_mochiyori_yutsu_1876,CN1,ex-ante-periodic,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"掛金 brought to each 講会, twice yearly (4/15 and 11/15). Fund pattern, not the general-average ex-post pattern."
LM-0109,ko_mochiyori_yutsu_1876,CN2,equal,medium,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"壱人前金五拾円ツヽ — equal per share rather than proportional to any stake. Coded medium because half-shares mean equality holds per share, not per member."
LM-0110,ko_mochiyori_yutsu_1876,CN3,1,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"Enforceable in the strong sense: on delinquency the deposited 田畑書入証 is used to collect principal plus interest at 月壱歩, with public auction (糶賈) of the mortgaged land. Litigation costs fall on 実方一同 — the members who have not yet drawn."
LM-0111,ko_mochiyori_yutsu_1876,HZ1,.NR,.NR,.NR,池田 2022,ja,ai,unknown,none,unreviewed,"THE CHARACTERISTIC MAY NOT APPLY. Ikeda's source is organised around credit, not around a peril: the 設立目的 canvassed for kō generally include 罹災救助 (disaster relief) but this association was formed for 大東象五郎's 救済 from debt. There is no hazard whose correlation could be asked about. Recorded .NR rather than forced; see adjudication 2."
LM-0112,ko_mochiyori_yutsu_1876,PY0,individual-draw,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"THE DISCRIMINATING CELL against the indemnity forms. A member receives the pot by auction irrespective of any loss suffered — 落札 determines the recipient, nothing else. Separates this form from general_average and widows_fund_scotland (individual-indemnity) and from averia_pool (collective-good)."
LM-0113,ko_mochiyori_yutsu_1876,PY1,rotation,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"Entitlement follows position in the cycle, not a realised loss or a life event. NOTE: unlike tontine_en_1693, PY1's allowed values are adequate here — the trigger genuinely is rotation and the locator problem does not arise."
LM-0114,ko_mochiyori_yutsu_1876,PY2,auction,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"THE LOT/BID FORK, RESOLVED FOR THIS FORM. 入札にて引方多ク方エ借用 — the pot goes to the lowest bidder, ties to whoever drew first. This is the bidding variant; the lot variant (rotation-lot) is the one still uncoded, and the two should not be smeared into one type."
LM-0115,ko_mochiyori_yutsu_1876,PY3,1,medium,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"The draw is a fixed 2,300円 irrespective of the recipient's circumstances. Capped by construction. Applicable because PY0 is individual-draw."
LM-0116,ko_mochiyori_yutsu_1876,LS1,pro-rata,medium,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"On default the residual runs first to the mortgaged land, then to the 加判人 (co-sealing sureties), then to the remaining sealers. Litigation costs explicitly on 実方一同. Pro-rata is the closest fit; the layered sequence is not fully expressible in this characteristic."
LM-0117,ko_mochiyori_yutsu_1876,LS2,P,medium,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"HALF-PRESENT, structurally. 25円 of each winning bid is taken as 賄料, of which 5円62銭5厘 is distributed to members as 花鬮 (12銭5厘 per full share, 6銭2厘 per half). So members do hold a claim on part of the discount — but 御不参之御方ハ花鬮相除: absentees are excluded. Entitlement exists and is conditional on attendance, which is a genuine partial state rather than a hedge."
LM-0118,ko_mochiyori_yutsu_1876,LS3,1,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,"THE CELL THAT MATTERS MOST COMPARATIVELY. Members are exposed beyond their contribution: 加判看引受弁済可申 — the co-sealers undertake to discharge however much is outstanding, and 万一判人ノ内差支ノ者アルトキハ相残ル印形之者ヨリ相弁へ無滞皆済可申 — if one surety fails the remaining sealers make it good. Unlimited mutual liability among sureties. Contrast tontine_en_1693 LS3=0, where exposure ends at the subscription."
LM-0119,ko_mochiyori_yutsu_1876,VF1,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"Inapplicable: with PY1=rotation there is no claimed loss to establish. The enforcement machinery in this form verifies default, not loss. Flagged as a candidate applicability_on relation in the adjudications — NOT proposed as a schema change here."
LM-0120,ko_mochiyori_yutsu_1876,GV1,.NR,.NR,.NR,池田 2022,ja,ai,unknown,none,unreviewed,"NO FITTING VALUE. The 社元 (講元) 大東象五郎 is an insider-organiser who is also the first and largest beneficiary — neither collective, nor elder-fixed, nor external-administered. Ikeda's own category is 親頼母子, organiser-led with a designated preferential recipient. Recorded .NR rather than forced; see adjudication 4."
LM-0121,ko_mochiyori_yutsu_1876,DR1,fixed-cycle,high,articulated,池田 2022,ja,ai,unknown,none,unreviewed,Runs until every share has drawn — 全員が取得し終わるまで続ける. Thirteen 講会 are recorded in 表2. Contrast averia_pool DR1=open-ended.
LM-0122,ko_mochiyori_yutsu_1876,DR2,on-completion,medium,.NR,池田 2022,ja,ai,unknown,none,unreviewed,Settled as the cycle closes. Applicable because DR1 is not open-ended.
