record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
OF-XXXX-11,deed_of_settlement_company,TS4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded for this form. Printed 19 carries the partnership rule that partners had to agree unanimously to change the scope of the firm's business (Const v Harris (1824); Natusch v Irving (1824), itself a deed-of-settlement company case), but that rule is about not binding a partner to debts he had not agreed to, not about whether the concern could alter its own rules or purpose by internal decision. Coding TS4 from it would stretch the passage past what it says. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. '1' has no instance on TS4 anywhere in the census, so a coder minded to fill an empty cell would be tempted here; that is a reason for more caution, not for coding. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-12,deed_of_settlement_company,CI1,common,high,analyst-imposed,"Televantos 2020, 18, 37",en,ai,partial,none,unreviewed,"One common fund - the joint stock - vested in a fixed body of trustees who held the circulating partnership assets (37); the partners were equitable co-owners and 'no partner could claim any particular asset of the firm as his own' (18). The partners' 'separate estates' are their own patrimonies, not sub-pools of the entity, so nothing here engages the sub-pool exclusion. Per logbook 1, 2026-08-31 (ii): CI1 records how many pools there are and cannot record that this one was held through a trust, which is the fact that distinguishes the form."
OF-XXXX-13,deed_of_settlement_company,CI2,1,medium,analyst-imposed,"Televantos 2020, 19-20, 51-52, 147",en,ai,partial,none,unreviewed,"A partner's interest in the joint stock was residual. Each partner's right of indemnity was secured by an equitable lien over the others' shares, so no partner could claim any asset of the firm personally until the firm's creditors had been paid and an account taken (19-20), and a partner could not withdraw his stock from a factually insolvent firm because his share was then 'a liability rather than an asset' (147; West v Skipp (1749), quoted). For this form the effect was reinforced procedurally, shareholders being unable to use the courts to withdraw capital (51-52). CAUTION ON THE FRAME: Televantos cites Blair's 'locking in capital' only as part of the hindsight narrative he is criticising (28 n 91), and on his own account the lock-in here is a by-product of a jurisdictional refusal rather than a doctrine (51). One datum with AP2's second limb and TS3."
OF-XXXX-14,deed_of_settlement_company,CI3,1,medium,analyst-imposed,"Televantos 2020, 36-37, 40, 172",en,ai,partial,none,unreviewed,"Deed-of-settlement companies excluded the default partnership rule by providing expressly that partners could alienate their shares (36), and the trust made transfer effective by entry in the company's own books, operating as an assignment of the equitable interest by a direction to hold to the use of another (37; Ashby v Blackwell (1765)). TWO QUALIFICATIONS CARRIED, NOT RESOLVED: directors were typically given a veto over transfers (36 n 45); and free transferability was the very feature that exposed the company to prosecution under the Bubble Act until its repeal in 1825, and thereafter to Lord Eldon's view that raising sums by selling freely alienable shares without Act or Charter remained an offence at common law (40, 43, 172). Confidence medium for that reason: the clauses were drafted and used, their lawfulness was never settled."
OF-XXXX-15,deed_of_settlement_company,CI4,P,medium,analyst-imposed,"Televantos 2020, 37, 39, 41-42, 44-45",en,ai,partial,none,unreviewed,"Half-present. In form the interest was negotiable: shares changed hands by book entry (37) and were dealt in by stockbrokers - Josephs v Pebrer (1825) is a broker suing a client for unpaid shares (39) - amid a promotion boom that floated 624 companies in 1824-25 (39). In substance the holder's identity kept mattering: directors held a veto over transfers, every holder remained personally liable without limit, and Lord Eldon proposed a shareholder register precisely so that creditors could identify and sue them, with transfers null until registration (45). Televantos, following Ireland, dates the impersonal market in shares and the consequent separation of company from partnership to later in the century (44). CI4=P with CI3=1 is consistent with the declared entailment."
OF-XXXX-16,deed_of_settlement_company,LR1,unlimited-joint,high,articulated,"Televantos 2020, 46, 149-151, 172",en,ai,partial,none,unreviewed,"Each partner was 'liable to the whole amount of the debts contracted by the partnership' (R v Dodd (1808), Lord Ellenborough CJKB, quoted at 46). The form is JOINT rather than joint-and-several on Televantos's own framing: Chapter 7's Rule IV is titled and argued as 'Joint Creditors Have Rights against the Partners' Jointly, not a Firm' (149-151), and a creditor remained a creditor of the partners as they stood when the debt was contracted, unless he had accepted the new partners in lieu. LOCATOR: as at AP3, robust to CF1=P (directors, answered at 172) and to the members fallback. ONE DATUM, TWO CELLS with AP3, and see LR6."
OF-XXXX-17,deed_of_settlement_company,LR2,coupled,medium,analyst-imposed,"Televantos 2020, 29-30, 44, 172",en,ai,partial,none,unreviewed,"The decision-makers - directors, themselves shareholder-partners - were personally liable without limit for the firm's debts (172), so they were bound to the venture's outcomes. RECORDED AS DISAGREEMENT, NOT RESOLVED: the contemporary charge against joint-stock trading, which Televantos reports at length and does not endorse, is precisely that the split of ownership from management attenuated that exposure - Adam Smith on directors as 'the managers rather of other people's money than their own' (30), Godwin on directors 'fattened on the vitals of their fellow citizens' (30), and Gisborne's proposal that directors hold a large shareholding 'to make them more like partners' (30). A coder persuaded by the contemporaries would code 'attenuated'; the legal fact codes 'coupled'. Confidence medium for that reason. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'attenuated' has no instance on LR2 anywhere in the census, and it is the value the alternative reading recorded above would take. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-18,deed_of_settlement_company,LR3,1,medium,articulated,"Televantos 2020, 17-18, 44",en,ai,partial,none,unreviewed,"ARTICULATED on William Watson, A Treatise of the Law of Partnership (2nd edn 1807) 1, quoted at 17: a partnership is 'a voluntary contract, between two or more persons, for joining together their money, goods, labour, and skill, or either or all of them, upon an agreement that the gain or loss shall be divided proportionally between them'. Partners were presumed equally entitled to the joint stock and profits absent contrary agreement (18), and shareholders were partners 'by definition in having pooled assets for the purpose of running business of which they were to receive a profit' (44). QUALIFICATION CARRIED, NOT RESOLVED: Televantos says Watson's definition 'was not quite accurate' and quotes Lord Eldon in Ex p Langdale (1811) that a man 'may also be a partner, when the contract is that he shall suffer no loss ... the true criterion is, whether they are to participate in profit' (17). Confidence medium for that reason. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on LR3 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-19,deed_of_settlement_company,LR4,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Not recorded, and the reason is about the characteristic as much as about the source. LR4 asks whether the form mutualises idiosyncratic risk ACROSS MEMBERS. A deed-of-settlement company pools subscribed capital into one venture whose outcome all members share, which is LR3's question, and Televantos never asks whether members' separate risks were mutualised. Some of these concerns were fire offices (36), but what a fire office pools is its POLICYHOLDERS' peril, not its members'. See the notes file: LR4's definition does not distinguish one venture's outcome shared from members' separate baskets mutualised, and that is flagged, not repaired. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on LR4 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-20,deed_of_settlement_company,LR5,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"LR4 is .NR, so whether this cell applies is undetermined and it is .NR rather than .NA. check_dependence.py blocks LR5 only where LR4=0, and .NA here would assert an LR4 value not held."
OF-XXXX-21,deed_of_settlement_company,LR6,symmetric,medium,analyst-imposed,"Televantos 2020, 18, 172",en,ai,partial,none,unreviewed,"The decision-makers shared in profits on the same footing as the other partners (equal entitlement to joint stock and profits absent contrary provision, 18) and bore the firm's losses without limit (172). ONE DATUM, FOUR CELLS: AP3, LR1, this cell and, through CF1, the whole agent-loss-exposure group rest on the personal-liability rule for this form. The group is collinear on this row by construction, and this row is not evidence that its members vary independently."
OF-XXXX-22,deed_of_settlement_company,MG1,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"VOCABULARY GAP, FLAGGED AND NOT REPAIRED. The allowed values are membership | contract | beneficiary, and the deed-of-settlement shareholder is all three at once and by design: a member of the company, a party to the deed of settlement and so in law a partner (44), and a beneficiary of the trust in which the assets are vested. Televantos's own term for him is 'beneficiary-shareholders' (45). No single allowed value states a fact about this form, so the cell is .NR rather than the nearest wrong value."
OF-XXXX-23,deed_of_settlement_company,MG2,collective,medium,analyst-imposed,"Televantos 2020, 37",en,ai,partial,none,unreviewed,"'control of the business was vested in a mixture of directors, a general court consisting of proprietors, and a fixed body of trustees who held the circulating partnership assets', and 'shareholder-partners would have no individual powers of management over the concern' (37). Collective rather than founder-fixed or single-principal. The vocabulary's three values cannot record the directors / general court / trustees division, which is the interesting fact about this form's governance; it is carried here. Note also that the trustees' role varied - DuBois shows the Phoenix Fire Office's trustees managing alongside the directors while many trustees played no managerial role at all (37 n 46, 38)."
OF-XXXX-24,deed_of_settlement_company,MG3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"MG1 is .NR, so whether this cell applies cannot be determined. Deliberately NOT .NA: .NA would assert that MG1 takes one of the blocking values ('contract' or 'beneficiary'), which is exactly what is unknown, and check_dependence.py would not catch the difference. EMPTY-VALUE DISCLOSURE: the allowed values with no instance in the census were recomputed from vocabularies/organizational_form_characteristic.csv and data.csv on 2026-09-05, AFTER all 64 cells of this batch were written and fixed, and before these notes were finalised. 'P' has no instance on MG3 anywhere in the census. The computation did not change this cell; the notes file carries the full disclosure and the list."
OF-XXXX-25,deed_of_settlement_company,MG4,private-contract,high,analyst-imposed,"Televantos 2020, 35-36, 40, 43, 50, 172",en,ai,partial,none,unreviewed,"Constituted by a private deed of settlement with no Royal Charter, patent or Act of Parliament, and that absence is the form's defining feature rather than an incident of it. It is also what made it precarious: the Bubble Act 1720 made it a criminal offence to purport to act as a corporation or to raise capital by issuing transferable stock without such authority (35), and after the Act's repeal in 1825 Lord Eldon held that doing so remained an offence at common law (43), saying in Van Sandau v Moore (1826) that the very 'inconvenience or impracticability of dealing with them in a court of justice, proved bodies of that kind to be illegal at common law' (50). ARTICULATION analyst-imposed: the four-value taxonomy is the analyst's comparative concept, even though the tradition's own words are on the page."
OF-XXXX-26,deed_of_settlement_company,FP1,commercial-profit,high,analyst-imposed,"Televantos 2020, 36, 150, 183",en,ai,partial,none,unreviewed,"Trading concerns: London corn factors, fire insurance companies, metal companies in Birmingham and the Midlands including Matthew Boulton's, and the Birmingham Flour and Bread Company (36), and the country banks whose collapses in 1810-11 and 1825-26 generate much of the litigation (150). Televantos's glossary defines the form as 'a business which raised capital by issuing shares and/or bonds' (183)."
OF-XXXX-27,deed_of_settlement_company,FP2,0,high,analyst-imposed,"Televantos 2020, 3, 35-36, 40",en,ai,partial,none,unreviewed,"An observed absence, not a silence: the question is squarely put throughout. Corporate status and the privileges attached to it lay in the gift of Crown or Parliament and were granted to quasi-public entities such as canal companies and overseas trading companies (3); the deed-of-settlement company held no charter, patent or franchise; and Lord Eldon's objection to it was that raising large sums by selling freely transferable shares 'involved usurping privileges properly belonging to the Crown and Parliament' (40) - that is, holding none. Contrast compagnie_antwerpen FP2=.NR, where the source never puts the question and a 0 would launder a silence."
OF-XXXX-28,deed_of_settlement_company,FP3,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"DEFINITION UNDERDETERMINED, FLAGGED AND NOT REPAIRED. FP3 reads 'the form confers legal-status or access arbitrage for its principals', and the census's worked instance is identity-masking (the nacion flamenca). Televantos supplies abundant evidence of a different thing - a form used to obtain corporate-like advantages without the Crown's grant - and his finding is that it largely failed to do so, the courts treating these companies as ordinary partnerships and eliciting no more than 'bare tolerance of their existence' (43-46, 52, 172). Which of the two questions FP3 asks decides whether this row is P or .NR. Left .NR pending the maintainer's fix; the evidence is here either way."
OF-XXXX-29,deed_of_settlement_company,FP4,0,high,analyst-imposed,"Televantos 2020, 45, 51, 52",en,ai,partial,none,unreviewed,"Unregistered, and on the courts' own account illegible. There was no register of shareholders; Lord Eldon PROPOSED one in June 1824 precisely so that creditors of such companies 'could identify and sue the shareholders more easily' and never brought his bill in (45, 51); and registration arrived only with the Joint Stock Companies Act 1844, which forced large partnerships to incorporate by registration, 'bringing them within the law and the jurisdiction of the courts' (52). The row's period claim ends at 1844 for exactly this reason: the Act is where this cell would flip."
OF-XXXX-30,deed_of_settlement_company,CF1,P,medium,analyst-imposed,"Televantos 2020, 29, 37, 44, 183",en,ai,partial,none,unreviewed,"Half-present, and flagged for comparative-concept hygiene (Haspelmath; CHARACTER-CODING test 3). Televantos's own glossary makes the split constitutive: a deed-of-settlement company 'was distinct from a typical partnership, where the partners who managed the business provided the capital' (183), its deeds provided 'for a split in the firm's ownership and management' (44), and shareholder-partners had no individual powers of management (37) - against the typical partnership, in which 'partners were both owners and managers of the business' (29). But the managers were themselves shareholder-partners, not a party supplying labour instead of capital, so this is an owner/manager separation and not the capital-labour contract CF1 was built around (the commenda family). Coded P and not 1 for that reason. CONSEQUENCE: CF1=P puts AP3's and LR1's locator on the labour-party; both cells are unchanged on either reading, and their notes say so."
OF-XXXX-31,deed_of_settlement_company,CF2,.NR,.NR,.NR,.NR,.NR,ai,.NR,none,unreviewed,"Applicable - CF1=P does not block - but not recorded. CF2 asks whether the working party bears loss of the principal's capital. Televantos establishes at length that directors and shareholders alike were liable to the firm's CREDITORS (44-46, 172); he nowhere asks whether directors answered to the proprietors for capital lost. The 2026-08-18 AP3 disposition applies in the mirror: where a source addresses only the venture's creditors, this cell is .NR, not a value carried over. Printed 48 ('the rule could make it difficult for shareholders to call managers to account') is about access to a forum, not about who bears the loss."
OF-XXXX-32,deed_of_settlement_company,CF3,multilateral,medium,analyst-imposed,"Televantos 2020, 38, 48",en,ai,partial,none,unreviewed,"Many principals by construction: these were concerns 'with hundreds or even thousands of shareholder-partners' (38), and in Ellison v Bignold (1821) Lord Eldon applied the ordinary partnership rule to a deed-of-settlement company of 2,000 people on the footing that it was a 'general partnership' (48). Contrast compagnie_antwerpen CF3=.NR, where the form does not fix its membership size and neither allowed value states a fact about it."
OF-XXXX-33,compagnie_antwerpen_1582,LP1,0,high,analyst-imposed,"De ruysscher 2020, 237 n 2, 239, 262",es,ai,full,none,unreviewed,"'Durante los siglos xvi y xvii en Amberes y Amsterdam, no se desarrollo ningun concepto de velo corporativo' (239) - a statement about both phases. De ruysscher's footnote 2 adds that calling a company a universitas 'no era tipica de la tradicion del ius commune y es posterior a la aparicion de las normas que separan los activos personales de los relacionados con la empresa' (237 n 2). The earliest text distinguishing the manager's own person from the company's is Salgado de Somoza's Labyrinthus creditorum of 1653 (262), which post-dates both phases and belongs to the Amsterdam section. ENTITY LOCATOR, 2026-08-31 RULE: the entity is the societas or compagnie as the contrato de sociedad scopes it, whose pool is the corpo or capitale. The 'fuori del corpo' fund IS a sub-pool - see CI1 - and is recorded in cell notes, never coded. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-34,compagnie_antwerpen_1582,LP2,0,medium,analyst-imposed,"De ruysscher 2020, 248-249, 253, 258, 264",es,ai,full,none,unreviewed,"The partners remained the owners: in the ius commune tradition 'se consideraba importante que los socii siguieran siendo propietarios de sus inversiones durante el tiempo que durase la sociedad' (253), and even a passive participante was 'copropietario del capital de la empresa' (258). Assets could be EARMARKED to company debts without the company owning them - the assignments 'No equivalian a un ius in rem para los acreedores sobre los activos de la empresa, sino mas bien a una primera concepcion de que los activos podian ser de una empresa' (248) - and 'en Amberes, la asignacion de bienes a empresas siguio siendo limitada' (264), which De ruysscher writes of the whole period. Coded 0 on capacity, with the earmarking carried here. ALTERNATIVE READING STATED FAIRLY: a coder who read earmarking as partial capacity would code P, and the evidence for that is the 1518 Frederigo v Frescobaldi pleading at 248. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-35,compagnie_antwerpen_1582,LP3,0,medium,analyst-imposed,"De ruysscher 2020, 242, 248-249, 251",es,ai,full,none,unreviewed,"Partnership claims were not even docketed as such: 'A menudo, se identificaba una sociedad con el socio-administrador o el agente asalariado (factor) y, como resultado, la sociedad en si no importaba si el administrador disponia de suficientes fondos', and unpaid creditors 'reclamaban lo debido a la persona con quien habian firmado el contrato, esto es, el administrador de la empresa' (242). The 1582 compilation put the claim in the partners: article 2 provided that all the partners could claim a company debt (251), and nothing in De ruysscher's account of 1608 disturbs that. COUNTER-DATUM RECORDED: in July 1518 Antonio Frescobaldi pleaded before the Antwerp city court that the claimant should sue the company 'y sus activos, a los que pertenecia la deuda y de los que se habia beneficiado' (248) - and De ruysscher reads that as procedural justification for seizure only, which 'no servia para fundamentar o ampliar los derechos de los acreedores' (249). The coding follows his reading and preserves the datum against it. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows."
OF-XXXX-36,compagnie_antwerpen_1582,AP1,1,high,analyst-imposed,"De ruysscher 2020, 254-255",es,ai,full,none,unreviewed,"1582 PHASE. The Costuymen Impressae of 1582 (cap. 52, art. 5) carried 'una norma de prioridad para los acreedores de la empresa sobre los activos relacionados con la misma' (254-255 and n 78). DE RUYSSCHER'S OWN EVIDENCE, NOT A RESTATEMENT OF HKS: the cell rests on the Antwerp compilation and the Memorieboeken, cited to archive and edition. HKS supplies the CATEGORY 'weak entity shielding', and that borrowing is a non-independence between this row, its 1608 sibling, the English row and the census - see the notes file. HIS DISAGREEMENT, RECORDED AND NOT RESOLVED: De ruysscher's whole argument is against the HKS account - no preference for strong over weak shielding, no legislative deliberation answering mercantile demand, and iura in rem 'de caracter excepcional y de relevancia minima' (238) - and he holds that Antwerp's sixteenth-century growth rested on weak shielding alone (240, 265). NOT CODED FROM PARAGRAPH 1: the pre-1565 'participacion neta' rule which De ruysscher himself links to HKS's weak entity shielding at 240 is, on his own evidence at 245, an internal rule between partners applied at dissolution and 'no estaban vinculadas a los activos de las sociedades'; this cell is therefore scoped to the 1582 compilation. PHASE SPLIT 2026-09-05: this row and its sibling separate on AP2 and FP4 and on nothing else, and both rest on one reading of one article. They are NOT two independent cases - see the type rows. AP1 does NOT separate the two phases: weak shielding survives the 1608 recompilation, which is the point De ruysscher is making."
OF-XXXX-37,compagnie_antwerpen_1582,AP2,P,medium,analyst-imposed,"De ruysscher 2020, 252, 253, 255",es,ai,full,none,unreviewed,"SEPARATES FROM compagnie_antwerpen_1608. STRUCTURAL HALF, AND THE TWO LIMBS COME APART HERE. Members' creditors: the 1582 Impressae took Paolo di Castro's strong-shielding rule, so that to satisfy a partner's personal debts 'no podian incautarse ni expropiarse los activos de la compania' (cap. 52 art. 5), personal creditors claiming only after dissolution and out of what remained (art. 6) (252). Members: a partner's untimely renunciation dissolved the society, exposing him at most to damages (253) - so a member could force the partition his own creditors could not. WELL-FORMEDNESS FLAG, RAISED AND NOT REPAIRED: AP2 asks two questions and this batch separates them; see proposed-of/PATCH-AP2-well-formedness-2026-09-05.md and the deed_of_settlement_company AP2 note. Both that row and this one read P and the two P's are not the same state, so they are not agreement."
