record_id,type_id,char_id,value,confidence,articulation,source_ref,source_lang,coder,source_read,reviewed_by,review_status,notes
OF-0654,avariz_vakfi,TS4,P,low,.NR,"Kıvrım 2019, 36; Kars 2020, 168, 175-176",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. The founder's sart binds and is enforced - Kars 175-176 records conditions written into deeds precisely so that later parties cannot interfere, and Küçük 151 makes the trustee personally liable for any spending from the principal. Against that, Kıvrım 36 records that once the avariz lost its importance 'bu maksatla kurulmus olan vakiflarin gelirlerinin de koy veya mahalle heyetleri kararıyla uygun yerlere sarf edilmesi usulu getirilmistir' - the practice came in of the income being spent where the village or quarter council decided. That is a real internal power over the application of income, so half-present. LOW, AND THE REASON IS PROVENANCE: the council sentence is Kıvrım's, reproduced by Kars 168, and both descend from Ipsirli's DIA article on avariz vakfi. One statement, quoted twice, with no coded instance behind it. Note also that the passive 'usulu getirilmistir' does not say who introduced the practice."
OF-0655,avariz_vakfi,CI1,common,medium,.NR,"Gürsoy 2019, 105; Küçük 2025, 154-155",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. Gürsoy 105: several separate endowments made for one quarter's needs are gathered into the avariz sandigi and form one fund. Kirkcesme is one corpus of 6,280 kurus with an annual nema of 942 (Küçük 154). One pool. THE SCOPING DECISION IS DOING WORK HERE AND MUST BE VISIBLE. Kıvrım 39 shows Ammu mahalle in Ayntab divided into NINE bolük/hane, each with its own trustee and its own separate cash (145, 110, 53.5, 68, 48, 102, 151, 128 and 52 kurus, totalling 857.5), and Alineccar into two. Read at mahalle level that is several-accounts and this row would span both values of CI1. The type row therefore scopes the arrangement to the FISCAL COMMUNITY UNIT whose avariz share the fund exists to meet, which is the mahalle where the mahalle carries one avariz hane and the bolük where it carries several; the entity-locator rule of 2026-08-31 then returns each fund as a whole arrangement by its own final clause. A REVIEWER WHO SCOPES THE ROW TO THE MAHALLE GETS several-accounts AND A SUB-POOL FORM, and under logbook 1's standing prohibition no entity-shielding or legal-personality claim could then rest on it until the sub-pool audit is run. See also the CI1 well-formedness flag of 2026-08-31 (ii): 'how many pools' and 'how did the pool come to exist' are two questions, and an aggregating chest is exactly the case that shows it."
OF-0656,avariz_vakfi,CI2,1,high,articulated,"Kars 2020, 179; Küçük 2025, 151; Gürsoy 2019, 110",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. Stated as the operative principle in three register series and quoted from the deeds. Kars 179: 'Vakfedilen gayr-i menkul ve para hicbir suretle azalmamak sarti ile' - the endowed property and money on condition that they be diminished in no way whatever. Küçük 151: expenditure must absolutely be from the profit obtained, the principle being adopted that none be made from the principal, with indemnity (tazmin) enforced even against the officials who collect the avariz akcesi. Gürsoy 110: the trustee's most important duty is to keep the endowed principal undiminished, and a deed provides for his dismissal if he lends without security. ONE DOCUMENTED BREACH, WHICH IS THE RULE BEING ENFORCED BY BEING RECORDED: the 1844 Kirkcesme account carries 55 kurus taken 'vakif paradan noksan' (Küçük 154). NOT INDEPENDENT OF waqf_khayri CI2=1: one doctrine, two rows."
OF-0657,avariz_vakfi,CI3,.NR,.NR,.NR,"Kars 2020, 178-179; Küçük 2025, 152-156; Kıvrım 2019, 37-39",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. NOT ANSWERED, AND THE SILENCE IS NOT AN ABSENCE. No source describes any interest held by the quarter's people in the fund, and none reports the sale of one - but neither does any source deny it, and the compagnia CI3 decision of 2026-08-31 refused exactly this inference on the bazacle_mill AP1 rule. What Kars 178-179 does show is that private plots CHARGED with an avariz obligation could be sold, the charge following the land and the price going to the fund; that is transfer of an encumbered private asset, not of an interest in the arrangement. FLAGGED: waqf_khayri codes CI3=0 at medium on [verify] while also coding MG1=beneficiary, and if there are no members there is arguably no interest whose alienability can be asked about. That is a tension in the census, not repaired here."
OF-0658,avariz_vakfi,CI4,.NR,.NR,.NR,"Kars 2020, 178-179; Gürsoy 2019, 105",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. CI4 entails CI3, and CI3 is .NR. Nothing in the four sources bears on whether any interest was negotiable independent of its holder."
OF-0659,avariz_vakfi,LR1,.NR,.NR,.NR,"Kars 2020, 167; Kıvrım 2019, 36",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. CF1=0, so the locator falls back to members. The extent of the residents' liability to third parties for the arrangement's obligations is not addressed. The residents' collective liability for the AVARIZ ITSELF is well attested (Kars 167: when the income does not suffice they pay the remainder by sharing it among themselves) but that is the tax's liability, not the arrangement's, and importing it is the move refused at avariz_fund MB3 in the loss census."
OF-0660,avariz_vakfi,LR2,veiled,medium,.NR,"Küçük 2025, 154; Kars 2020, 176, 183-184; Gürsoy 2019, 110",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. The decision-maker is the mutevelli and he is insulated from the fund's outcomes. His pay is a fixed sum: 150 kurus at Kirkcesme against a 942-kurus nema (Küçük 154), and in the Burdur deed a stipulated 75 akce out of a stipulated 375 akce of ribh (Kars 176) - a fixed figure, because the deed fixes the rate. When a properly made loan goes bad the loss falls on the fund and not on him: Kars 183-184 has trustees suing insolvent estates, being met by the heir's oath and being non-suited. WHAT HE IS EXPOSED TO IS BREACH, NOT OUTCOME: indemnity for spending from the principal (Küçük 151), dismissal for lending without rehn or kefil (Gürsoy 110). A NEAR MISS RECORDED IN FULL: I first read the fixed salary against the personal liability as no upside plus real downside, which would have given LR2=coupled with LR6=downside-only - and downside-only is a zero-instance value in this census, which I had computed before writing any cell. Re-reading the same pages returned it: fault liability is not outcome exposure. Agreement with waqf_khayri LR2=veiled is not independent evidence."
OF-0661,avariz_vakfi,LR3,0,medium,.NR,"Küçük 2025, 154; Kars 2020, 175-176",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. Nobody holds a stake whose return could be proportional. The nema is applied to the heads the deed fixes - at Kirkcesme 47 kurus 4 para to the nazir, 50 to the hafiz for the Ramazan hatim and teravih, 200 to the funerals of the quarter's poor, 272 to the tax debts of its poor, 150 to the mutevelli, 100 to the water conduits (Küçük 154). Kars 175-176 shows the same shape in the deeds: so many akce to this, the remainder to the quarter's avariz. Fixed claims throughout."
OF-0662,avariz_vakfi,LR4,0,medium,.NR,"Kars 2020, 167; Küçük 2025, 152; Kıvrım 2019, 37",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. The arrangement does not mutualise a member-specific hazard across its members: it is a corpus given by outsiders whose income relieves a liability that lies on the residents. Kıvrım 37 names six individual donors and opens his section 'Bazi hayir sahipleri tarafindan, kendi mahalleleri halkini avariz vergi yukunden kurtarmak icin' - some charitable persons, to relieve the people of their own quarter. Donor and beneficiary are disjoint. WHAT IS POOLED IS THE SHORTFALL, NOT THE FUND: Kars 167 and Kıvrım 36 both have the residents paying the remainder by sharing it among themselves when the income does not suffice - and that pooling attaches to the tax, which this row does not code. This reproduces the loss census's own finding at avariz_fund (logbook 4, 2026-08-19 (iv) and (v)); the agreement is not independent, and the reader should know that the two censuses read the same pages of the same authors. LR5 propagates .NA."
OF-0663,avariz_vakfi,LR5,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. LR4 is 0, which blocks this cell."
OF-0664,avariz_vakfi,LR6,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. LR2 is veiled, which blocks this cell."
OF-0665,avariz_vakfi,MG1,beneficiary,high,articulated,"Kars 2020, 167-168, 176-177; Küçük 2025, 152",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. A participant's claim is as a member of the beneficiary class the deed fixes, not by membership and not by contract. The classes named in the deeds are 'mahalle fukarasi' (Kars 176: Cenan Hatun's 500 akce a year for the avariz of the poor of Hasan Halife mahalle), 'suleha-yi fukara' (Kars 177), 'mahalle sukkani' (Kars 177), and in Küçük 152 'odeme kabiliyeti olmayan kisiler'. Nobody joins. Second occurrence of 'beneficiary' in this census after waqf_khayri; that agreement rests on the shared waqf structure."
OF-0666,avariz_vakfi,MG2,collective,medium,articulated,"Kıvrım 2019, 38, 40-41; Kars 2020, 173-174",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. THE ROW'S MAIN RESULT, AND IT SEPARATES THIS FORM FROM waqf_khayri ON A SUBSTANTIVE VALUE. Kıvrım 38 has the Ayntab residents choosing their trustee and registering him at court, with two cases from his own sicils: the people of Kanalici mahalle come to court and name Seyyid Ibrahim; the residents of Kayser mahalle name Molla Ebuderda, with seven further appointment references in his n.29. Kıvrım 40-41 adds the 1706 case in which, after abuses in apportioning the levy, the townspeople by common agreement had each quarter elect a trustworthy vekil and register him at court - thirty-eight named in his Tablo 2. Kars 173-174 reports the same norm and documents four trustee replacements (Kizilbey, Akseki, Eregli, Mufti Ali Celebi). WARNING, AND IT IS THE ONE THIS BATCH KEEPS MEETING: the NORM sentence in Kars 173 is Kıvrım's sentence with the city swapped, and Kars cites Kıvrım; they are one witness on the norm. What is genuinely Kıvrım's own is the Ayntab case evidence, and what is genuinely Kars's own is the Istanbul replacement evidence. COUNTER-EVIDENCE, WHICH IS WHY THIS IS MEDIUM AND NOT HIGH: many deeds name the trustee themselves - Kars 176 has Cenan Hatun's own mutevelli, and Gürsoy 109, 115 shows founders appointing trustees, sometimes their own minor sons under a guardian, and from the nineteenth century salaried officials of the evkaf administration. Governance is therefore founder-fixed at constitution and collective in succession, and MG2 admits no such value."
OF-0667,avariz_vakfi,MG3,.NA,.NA,.NA,.NA,.NA,ai,.NA,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. MG1 is 'beneficiary', which blocks this cell: there is no membership whose entry could be restricted."
OF-0668,avariz_vakfi,MG4,religious,medium,.NR,"Kars 2020, 175; Küçük 2025, 149-151",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. The authorisation is the sar'. Kars 175 quotes a hujjet founding a cash waqf of 36,000 akce, 600 of it charged to the avariz, expressly 'Imam Zufer kavli ile' - on the opinion of Imam Zufer. Küçük 149-151 works the validity controversy: Civizade's prohibiting fetvas against Ebussuud's permission, the latter grounding it on orf and on public benefit, and the muamele-i ser'iyye device that makes the return lawful. CODED FROM THESE PAGES AND NOT FROM waqf_khayri. That matters, because CHARACTER-CODING records MG4=religious on the isqa as having been coded 'for consistency with waqf_khayri, which is precisely the prohibited move'. COUNTER-ELEMENT NAMED: the 15 per cent ceiling is fixed by kanun (Küçük 150) and the deed is registered by the kadi, so a state element is present; MG4 has no mixed value and the deed's own authority is the fetva."
OF-0669,avariz_vakfi,FP1,pious-charitable,medium,.NR,"Kars 2020, 164, 185; Kıvrım 2019, 37; Küçük 2025, 152",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. A hayri foundation with a defined local beneficiary class. Kars 164 gives the definition the sources work with - a waqf is constituted 'dini, ictimai ve hayri gaye ile' - and closes at 185 by calling the avariz vakfi 'hayri bir kurulus'. Kıvrım 37 shows the donors as hayir sahipleri relieving the people of their own quarter, donor and beneficiary disjoint. mutual-provision WAS CONSIDERED AND DECLINED. The clause that would support it - Kars 169 and Kıvrım 37, 'Bu vakiflar mahalle halkinin katkilariyla kurulmus' - is one sentence with one origin (Kıvrım, copied by Kars, who cites him), and Kıvrım's own donor list contradicts it; the loss census reached the same conclusion from Çizakça's Bursa series. Küçük 152 does describe the funds as 'bir cesit sosyal dayanisma orgutlenmesi', which is the reading held open here at medium. DISCLOSURE: mutual-provision is a zero-instance value in this census and I had computed the zero-instance set before writing this cell. It is declined anyway, and the same value IS coded on bruderschaft_salzburg where the source supports it - which is the contrast a reviewer should use to judge whether the gap or the sources were driving."
OF-0670,avariz_vakfi,FP2,.NR,.NR,.NR,"Kars 2020, 184-185; Kıvrım 2019, 36-37",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. NOT ANSWERED. No source states that the fund held or lacked an exclusive right. The one candidate cuts the other way and is not a franchise: Kars 184-185 presents the funds as lending on easy terms so that borrowers should not fall into the hands of usurers, which implies competitors rather than a monopoly, and is an inference from purpose, not a statement about a right. Coding 0 from it would be the silence-into-absence move the census forbids."
OF-0671,avariz_vakfi,FP3,P,low,.NR,"Kıvrım 2019, 37",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. HALF-PRESENT, ON TWO NAMED CASES. Kıvrım 37: Yakub and Seyyid Halil of Kanalici mahalle each endowed to their quarter's avariz vakfi 'kendi evlerinden avariz alinmamak sarti ile' - on condition that avariz not be taken from their own houses (GSS 34-157 and 25-28). A founder buying a personal fiscal exemption through the form is legal-status arbitrage for a principal in the plainest sense. LOW: two cases out of dozens, and the form is not built for it. NOT INDEPENDENT of the loss census's reading of the same two cases as 'a purchase, not a mutualisation' (logbook 4, 2026-08-19 (iv))."
OF-0672,avariz_vakfi,FP4,1,high,articulated,"Kars 2020, 173; Kıvrım 2019, 38-39, 40-41; Küçük 2025, 155; Gürsoy 2019, 97, 110",tr,ai,full,none,unreviewed,"SCOPE: the Ottoman mahalle/koy avariz akcesi vakfi - the endowment constituted for one fiscal community unit to meet its avariz, nuzul and kurekci-bedeli share and, in practice, its collective needs. NOT the avariz hane (a fiscal accounting unit) and NOT the avariz tax. Registration is constitutive of everything we can see. The deed is entered before the kadi; the trustee's appointment is registered by the residents at court (Kars 173, Kıvrım 38); the annual accounts are drawn up and entered in the sicil (Kıvrım 39 for nine Ayntab funds in 1692; Küçük 155 for the Kirkcesme accounts examined in the kadi's presence); and Gürsoy's whole corpus comes from the Evkaf Muhasebeciliği Mahkemesi, a court established to audit waqf accounts. THE VALUE IS RIGHT AND THE CORPUS IS THE REASON WE CAN SEE IT: these funds are visible only because they passed through the court, the selection effect already recorded against avariz_fund VF1 in logbook 5, 2026-08-19 (ii). It does not weaken FP4, which asks precisely about legibility, but it should be stated."
